time,temperature_2m,relative_humidity_2m,precipitation,wind_speed_10m,aqi
2021-03-16 00:00:00,20.5,61.0,0.0,8.7,99.92262417776858
2021-03-16 01:00:00,20.0,61.0,0.0,10.0,94.98332735931183
2021-03-16 02:00:00,19.2,62.0,0.0,8.7,104.74444487339483
2021-03-16 03:00:00,18.4,65.0,0.0,7.8,114.83868835103854
2021-03-16 04:00:00,17.7,68.0,0.0,6.9,106.16475471390213
2021-03-16 05:00:00,17.2,75.0,0.0,7.3,108.46907301835824
2021-03-16 06:00:00,17.4,74.0,0.0,8.8,118.4751148152417
2021-03-16 07:00:00,18.9,69.0,0.0,11.4,106.76507482107287
2021-03-16 08:00:00,22.1,58.0,0.0,10.6,96.3375076354208
2021-03-16 09:00:00,25.2,48.0,0.0,11.7,98.0653996612841
2021-03-16 10:00:00,27.9,38.0,0.0,13.3,84.20170125700274
2021-03-16 11:00:00,29.9,31.0,0.0,14.3,78.90606919251833
2021-03-16 12:00:00,31.2,27.0,0.0,14.2,81.1543610076522
2021-03-16 13:00:00,32.0,24.0,0.0,16.2,59.70711103326522
2021-03-16 14:00:00,32.2,22.0,0.0,18.0,55.24620027909876
2021-03-16 15:00:00,32.0,22.0,0.0,18.5,60.737758152510786
2021-03-16 16:00:00,31.5,22.0,0.0,18.8,55.54760403407349
2021-03-16 17:00:00,30.0,29.0,0.0,16.4,70.13294982454435
2021-03-16 18:00:00,27.5,35.0,0.0,11.0,71.99945657804149
2021-03-16 19:00:00,25.9,38.0,0.0,10.1,70.69209258703039
2021-03-16 20:00:00,24.2,43.0,0.0,8.4,95.68196325886532
2021-03-16 21:00:00,22.5,48.0,0.0,7.2,88.25833675379184
2021-03-16 22:00:00,21.8,50.0,0.0,7.2,92.35332253950543
2021-03-16 23:00:00,20.9,52.0,0.0,9.0,80.89183544237561
2021-03-17 00:00:00,20.0,54.0,0.0,9.8,88.03540691809576
2021-03-17 01:00:00,20.1,52.0,0.0,9.0,95.47809647856126
2021-03-17 02:00:00,18.5,57.0,0.0,7.9,91.58413094781594
2021-03-17 03:00:00,18.1,60.0,0.0,7.7,105.15782636768412
2021-03-17 04:00:00,17.9,59.0,0.0,9.6,95.73481839061594
2021-03-17 05:00:00,17.5,67.0,0.0,8.6,103.11663635153165
2021-03-17 06:00:00,17.7,66.0,0.0,9.0,100.23913970416625
2021-03-17 07:00:00,19.3,62.0,0.0,10.0,114.66443989164713
2021-03-17 08:00:00,22.8,51.0,0.0,8.1,101.94980864688202
2021-03-17 09:00:00,26.1,43.0,0.0,9.2,90.0739637365731
2021-03-17 10:00:00,28.8,34.0,0.0,10.8,96.76390037449438
2021-03-17 11:00:00,30.8,29.0,0.0,9.7,81.66073280079503
2021-03-17 12:00:00,32.1,26.0,0.0,10.5,87.69313115480531
2021-03-17 13:00:00,32.7,25.0,0.0,11.6,68.38284276179346
2021-03-17 14:00:00,32.9,23.0,0.0,10.9,71.52378364748301
2021-03-17 15:00:00,32.8,23.0,0.0,9.5,83.01726039136354
2021-03-17 16:00:00,32.2,24.0,0.0,9.6,85.43714881946441
2021-03-17 17:00:00,31.3,26.0,0.0,11.1,78.26325734778928
2021-03-17 18:00:00,28.2,34.0,0.0,8.7,81.70654801305437
2021-03-17 19:00:00,26.8,39.0,0.0,9.7,80.00095351033448
2021-03-17 20:00:00,25.5,42.0,0.0,9.7,73.02322882692454
2021-03-17 21:00:00,24.4,40.0,0.0,9.5,78.7703222815167
2021-03-17 22:00:00,23.5,39.0,0.0,8.9,82.56661459305352
2021-03-17 23:00:00,22.5,43.0,0.0,9.1,95.71038921248429
2021-03-18 00:00:00,21.0,49.0,0.0,7.3,97.50344639058676
2021-03-18 01:00:00,20.2,54.0,0.0,7.2,86.39738963688856
2021-03-18 02:00:00,19.0,60.0,0.0,9.1,101.0767061493711
2021-03-18 03:00:00,19.9,56.0,0.0,7.9,98.93439665018569
2021-03-18 04:00:00,18.9,59.0,0.0,8.6,97.50286759174134
2021-03-18 05:00:00,18.5,71.0,0.0,6.4,115.30225899580616
2021-03-18 06:00:00,17.5,76.0,0.0,6.2,120.17011502107918
2021-03-18 07:00:00,19.8,67.0,0.0,7.4,114.92448580773346
2021-03-18 08:00:00,22.7,58.0,0.0,7.9,98.98679893132457
2021-03-18 09:00:00,25.7,49.0,0.0,7.2,100.8854859821414
2021-03-18 10:00:00,28.5,39.0,0.0,3.6,107.95196238343247
2021-03-18 11:00:00,30.6,31.0,0.0,3.4,109.0374866142842
2021-03-18 12:00:00,32.2,26.0,0.0,5.0,92.87389869869051
2021-03-18 13:00:00,32.4,24.0,0.0,3.8,94.40795316614063
2021-03-18 14:00:00,33.1,21.0,0.0,8.6,76.65877354556532
2021-03-18 15:00:00,31.7,23.0,0.0,11.3,69.58281774555044
2021-03-18 16:00:00,29.8,31.0,0.0,17.7,72.7975958900914
2021-03-18 17:00:00,29.4,35.0,0.0,12.6,86.20439195329077
2021-03-18 18:00:00,27.3,36.0,0.0,10.3,79.47904751254518
2021-03-18 19:00:00,25.8,40.0,0.0,8.4,91.42544203853916
2021-03-18 20:00:00,24.0,49.0,0.0,7.2,92.23136730866544
2021-03-18 21:00:00,22.8,56.0,0.0,6.2,90.16542583187928
2021-03-18 22:00:00,22.1,57.0,0.0,6.3,98.72288760216642
2021-03-18 23:00:00,21.9,55.0,0.0,7.0,106.83882196804916
2021-03-19 00:00:00,21.5,57.0,0.0,7.7,97.20092455721024
2021-03-19 01:00:00,21.2,59.0,0.0,8.1,110.3197647824981
2021-03-19 02:00:00,20.2,65.0,0.0,6.9,86.76849110235169
2021-03-19 03:00:00,19.8,69.0,0.0,6.4,114.63687861109885
2021-03-19 04:00:00,19.5,68.0,0.0,6.1,110.81923953892263
2021-03-19 05:00:00,19.9,71.0,0.0,6.7,109.06606198803136
2021-03-19 06:00:00,20.0,71.0,0.0,5.2,114.81903226672841
2021-03-19 07:00:00,21.2,65.0,0.0,3.1,102.21113103908618
2021-03-19 08:00:00,23.5,56.0,0.0,4.1,109.87220684639283
2021-03-19 09:00:00,25.9,47.0,0.0,4.2,110.38834908105451
2021-03-19 10:00:00,28.8,36.0,0.0,4.6,113.31196514417053
2021-03-19 11:00:00,31.0,30.0,0.0,7.9,90.35936766388453
2021-03-19 12:00:00,32.1,27.0,0.0,10.1,81.7422516107276
2021-03-19 13:00:00,32.3,26.0,0.0,10.6,80.65885516506796
2021-03-19 14:00:00,29.4,35.0,0.0,17.9,77.35452165489443
2021-03-19 15:00:00,28.6,38.0,0.0,14.8,77.86111034910533
2021-03-19 16:00:00,29.1,35.0,0.0,14.7,69.93518217433513
2021-03-19 17:00:00,28.8,33.0,0.0,12.3,79.92217225246087
2021-03-19 18:00:00,26.3,46.0,0.0,9.6,85.0212496764162
2021-03-19 19:00:00,24.7,54.0,0.0,10.0,92.75481515439759
2021-03-19 20:00:00,23.5,54.0,0.0,7.6,85.63913194356292
2021-03-19 21:00:00,22.6,55.0,0.0,7.7,89.29621755530316
2021-03-19 22:00:00,21.6,57.0,0.0,7.7,90.75194975905481
2021-03-19 23:00:00,20.9,60.0,0.0,8.4,84.65654983323492
2021-03-20 00:00:00,20.2,62.0,0.0,9.0,98.394678953232
2021-03-20 01:00:00,19.4,64.0,0.0,7.7,102.89977627985937
2021-03-20 02:00:00,19.0,63.0,0.0,7.6,102.68763121027717
2021-03-20 03:00:00,18.1,65.0,0.0,5.8,106.20158132964632
2021-03-20 04:00:00,17.7,64.0,0.0,6.4,97.5974450497026
2021-03-20 05:00:00,17.6,71.0,0.0,7.2,106.324726364735
2021-03-20 06:00:00,17.8,69.0,0.0,8.0,105.09283539809257
2021-03-20 07:00:00,19.8,61.0,0.0,10.4,95.38330273954116
2021-03-20 08:00:00,23.4,48.0,0.0,9.5,97.76104026239341
2021-03-20 09:00:00,26.5,41.0,0.0,10.8,97.0520472609741
2021-03-20 10:00:00,29.0,36.0,0.0,12.3,102.44513832225367
2021-03-20 11:00:00,30.7,30.0,0.0,15.3,81.799434064423
2021-03-20 12:00:00,31.8,26.0,0.0,16.7,76.8846897488393
2021-03-20 13:00:00,32.3,24.0,0.0,18.2,69.31516324259664
2021-03-20 14:00:00,32.5,21.0,0.0,19.5,51.175438506686675
2021-03-20 15:00:00,32.3,20.0,0.0,20.1,61.24438563614306
2021-03-20 16:00:00,31.7,20.0,0.0,19.4,61.57024525309164
2021-03-20 17:00:00,30.3,26.0,0.0,16.4,84.46212519086443
2021-03-20 18:00:00,27.9,31.0,0.0,9.4,78.87031026031211
2021-03-20 19:00:00,25.7,37.0,0.0,7.4,87.3102617998027
2021-03-20 20:00:00,23.3,46.0,0.0,11.2,80.98565139556774
2021-03-20 21:00:00,23.5,45.0,0.0,10.0,76.21923650095086
2021-03-20 22:00:00,24.7,40.0,0.0,9.0,94.6465967153851
2021-03-20 23:00:00,23.4,42.0,0.0,9.4,93.23481588176723
2021-03-21 00:00:00,21.0,49.0,0.0,9.0,97.71071918656186
2021-03-21 01:00:00,20.3,51.0,0.0,6.9,92.04333573451754
2021-03-21 02:00:00,19.4,55.0,0.0,6.9,111.15305573381325
2021-03-21 03:00:00,18.8,58.0,0.0,8.0,91.97739236720696
2021-03-21 04:00:00,18.6,59.0,0.0,7.7,107.96969844413796
2021-03-21 05:00:00,18.1,67.0,0.0,6.8,124.18909154824294
2021-03-21 06:00:00,18.0,68.0,0.0,5.2,105.37974128134572
2021-03-21 07:00:00,21.8,55.0,0.0,3.1,109.01681806035369
2021-03-21 08:00:00,25.5,45.0,0.0,0.4,115.90425834314955
2021-03-21 09:00:00,28.8,36.0,0.0,3.4,103.34602022793953
2021-03-21 10:00:00,31.0,29.0,0.0,6.8,86.77885153979761
2021-03-21 11:00:00,32.3,26.0,0.0,9.0,91.75898874172289
2021-03-21 12:00:00,33.0,25.0,0.0,10.5,79.0373695611778
2021-03-21 13:00:00,33.5,24.0,0.0,10.5,87.59309021088663
2021-03-21 14:00:00,33.7,23.0,0.0,12.4,72.23252591762393
2021-03-21 15:00:00,33.0,21.0,0.0,14.2,83.60618214289093
2021-03-21 16:00:00,32.6,19.0,0.0,12.0,69.08251928063137
2021-03-21 17:00:00,30.5,30.0,0.0,21.1,58.036658333508264
2021-03-21 18:00:00,28.5,34.0,0.0,18.7,70.53311607884824
2021-03-21 19:00:00,26.8,40.0,0.0,18.4,58.37003873191031
2021-03-21 20:00:00,25.0,46.0,0.0,14.5,77.68751186921394
2021-03-21 21:00:00,23.9,49.0,0.0,10.7,93.91164058774517
2021-03-21 22:00:00,22.7,53.0,0.0,8.2,80.52611291533195
2021-03-21 23:00:00,22.0,56.0,0.0,7.9,96.27538020616652
2021-03-22 00:00:00,21.3,58.0,0.0,7.6,99.83584969372738
2021-03-22 01:00:00,21.0,59.0,0.0,7.9,105.23498259724973
2021-03-22 02:00:00,20.6,59.0,0.0,8.3,92.13301515784181
2021-03-22 03:00:00,20.3,60.0,0.0,8.7,92.70032809189085
2021-03-22 04:00:00,20.0,61.0,0.0,7.9,108.52346432358219
2021-03-22 05:00:00,18.9,75.0,0.0,12.2,104.41296945693323
2021-03-22 06:00:00,19.8,69.0,0.0,10.3,106.08512008640953
2021-03-22 07:00:00,21.4,61.0,0.0,12.8,99.90421421077976
2021-03-22 08:00:00,23.4,54.0,0.0,14.6,87.12970031321449
2021-03-22 09:00:00,25.8,47.0,0.0,14.8,90.51430026360781
2021-03-22 10:00:00,28.1,39.0,0.0,18.8,80.31817744707915
2021-03-22 11:00:00,30.6,32.0,0.0,21.4,65.331762568624
2021-03-22 12:00:00,32.5,26.0,0.0,18.5,85.29709171200167
2021-03-22 13:00:00,33.2,24.0,0.0,13.6,81.91794821955074
2021-03-22 14:00:00,30.2,32.0,0.0,21.9,54.842545653569864
2021-03-22 15:00:00,28.8,38.0,0.0,8.0,92.61069114493283
2021-03-22 16:00:00,29.8,35.0,0.0,6.5,82.02069521212162
2021-03-22 17:00:00,29.7,34.0,0.0,3.3,98.91885574987302
2021-03-22 18:00:00,27.3,38.0,0.0,9.8,89.86683918704023
2021-03-22 19:00:00,25.5,41.0,0.0,17.1,63.38448729521387
2021-03-22 20:00:00,24.3,47.0,0.0,12.1,87.23209980842314
2021-03-22 21:00:00,23.2,52.0,0.0,9.5,90.5842823730515
2021-03-22 22:00:00,22.5,55.0,0.0,6.9,100.52109125394983
2021-03-22 23:00:00,22.0,58.0,0.0,5.9,112.59866865174587
2021-03-23 00:00:00,22.4,56.0,0.0,7.4,96.48863263547199
2021-03-23 01:00:00,22.0,56.0,0.0,8.2,93.38074865780983
2021-03-23 02:00:00,21.5,57.0,0.0,8.2,94.48474844011344
2021-03-23 03:00:00,21.0,57.0,0.0,9.6,93.91253170222642
2021-03-23 04:00:00,21.0,55.0,0.0,12.3,94.79484071186889
2021-03-23 05:00:00,20.4,68.0,0.0,8.8,109.10181988152115
2021-03-23 06:00:00,20.1,69.0,0.0,8.0,110.57818504280222
2021-03-23 07:00:00,22.3,62.0,0.0,6.9,114.6790388010568
2021-03-23 08:00:00,22.0,58.0,0.0,30.6,63.985565920912954
2021-03-23 09:00:00,25.2,49.0,0.0,17.3,95.02794223708571
2021-03-23 10:00:00,28.1,40.0,0.0,14.7,84.17875161482641
2021-03-23 11:00:00,30.0,35.0,0.0,14.3,102.96808597443959
2021-03-23 12:00:00,31.6,30.0,0.0,12.7,88.08602088184715
2021-03-23 13:00:00,32.3,28.0,0.0,11.3,77.77069419175794
2021-03-23 14:00:00,30.6,30.0,0.3,16.0,65.10010196106431
2021-03-23 15:00:00,29.5,32.0,0.1,5.4,94.08180210470204
2021-03-23 16:00:00,29.6,30.0,0.0,13.4,73.05390671993563
2021-03-23 17:00:00,27.6,37.0,0.1,12.6,81.56694629582421
2021-03-23 18:00:00,25.6,43.0,0.0,6.8,91.48901281950691
2021-03-23 19:00:00,23.5,51.0,0.0,7.9,87.81414044858145
2021-03-23 20:00:00,22.3,54.0,0.0,8.7,82.26559019073775
2021-03-23 21:00:00,22.2,53.0,0.0,7.2,81.16556462519866
2021-03-23 22:00:00,20.6,60.0,0.0,9.9,87.17074478302294
2021-03-23 23:00:00,20.4,60.0,0.0,8.8,100.11058864693625
2021-03-24 00:00:00,23.0,49.0,0.0,5.1,101.69617944451628
2021-03-24 01:00:00,23.0,49.0,0.0,3.8,95.8879041454411
2021-03-24 02:00:00,18.8,67.0,0.0,7.7,105.13978971656314
2021-03-24 03:00:00,18.1,73.0,0.0,6.4,112.40659914319909
2021-03-24 04:00:00,17.2,76.0,0.0,5.7,106.69872441247242
2021-03-24 05:00:00,16.9,81.0,0.0,5.6,116.55600558753609
2021-03-24 06:00:00,17.0,81.0,0.0,8.1,111.70498426472686
2021-03-24 07:00:00,19.2,70.0,0.0,8.3,99.80413776110304
2021-03-24 08:00:00,22.5,55.0,0.0,5.8,110.24523798831835
2021-03-24 09:00:00,25.4,45.0,0.0,4.5,110.53986916967489
2021-03-24 10:00:00,27.5,40.0,0.0,5.5,109.93388193783179
2021-03-24 11:00:00,29.2,34.0,0.0,5.9,105.74468996066932
2021-03-24 12:00:00,30.2,30.0,0.0,6.2,85.16383765990523
2021-03-24 13:00:00,31.0,27.0,0.0,7.7,82.78219559537882
2021-03-24 14:00:00,31.1,24.0,0.0,15.9,75.25777010606548
2021-03-24 15:00:00,30.1,22.0,0.0,15.3,73.52217064249793
2021-03-24 16:00:00,30.0,20.0,0.0,14.8,72.41465380947167
2021-03-24 17:00:00,29.5,23.0,0.0,16.9,92.02423705987536
2021-03-24 18:00:00,27.7,26.0,0.0,16.1,70.45875681045702
2021-03-24 19:00:00,26.0,29.0,0.0,15.1,76.7690761065565
2021-03-24 20:00:00,24.9,26.0,0.0,17.6,70.25233234978175
2021-03-24 21:00:00,23.7,30.0,0.0,14.2,76.38540774525305
2021-03-24 22:00:00,22.1,33.0,0.0,10.5,78.26563852312242
2021-03-24 23:00:00,21.3,34.0,0.0,11.8,85.36475541823758
2021-03-25 00:00:00,20.7,36.0,0.0,12.2,76.4504057717382
2021-03-25 01:00:00,19.9,38.0,0.0,12.5,82.07300438714131
2021-03-25 02:00:00,19.2,39.0,0.0,12.5,82.29763743869749
2021-03-25 03:00:00,18.7,39.0,0.0,13.2,86.44015549869788
2021-03-25 04:00:00,18.0,41.0,0.0,12.3,105.34599547049129
2021-03-25 05:00:00,16.9,60.0,0.0,12.7,82.30673253567153
2021-03-25 06:00:00,16.7,62.0,0.0,12.3,101.78400360612282
2021-03-25 07:00:00,18.5,58.0,0.0,14.3,81.2285777854862
2021-03-25 08:00:00,21.4,51.0,0.0,15.0,86.0098624432507
2021-03-25 09:00:00,24.2,45.0,0.0,16.3,92.48469070176517
2021-03-25 10:00:00,26.8,36.0,0.0,19.0,76.81514240716946
2021-03-25 11:00:00,28.5,27.0,0.0,21.2,60.54652118881625
2021-03-25 12:00:00,29.6,24.0,0.0,22.4,58.29805630868145
2021-03-25 13:00:00,30.2,22.0,0.0,22.8,64.8418141552238
2021-03-25 14:00:00,30.5,21.0,0.0,23.0,52.46761585148126
2021-03-25 15:00:00,30.4,21.0,0.0,23.3,56.85353815108267
2021-03-25 16:00:00,29.7,23.0,0.0,23.3,54.77098192255241
2021-03-25 17:00:00,27.0,35.0,0.0,21.7,54.95657322994796
2021-03-25 18:00:00,25.5,41.0,0.0,15.6,86.6577908987785
2021-03-25 19:00:00,24.3,45.0,0.0,14.2,79.74020881941476
2021-03-25 20:00:00,23.1,48.0,0.0,12.9,64.77598093662246
2021-03-25 21:00:00,22.2,51.0,0.0,12.1,83.61350822739482
2021-03-25 22:00:00,21.5,54.0,0.0,11.6,80.96767702012251
2021-03-25 23:00:00,21.0,54.0,0.0,11.8,92.91166325625461
2021-03-26 00:00:00,20.1,56.0,0.0,11.3,84.68667320739799
2021-03-26 01:00:00,19.5,58.0,0.0,11.4,91.7517156469788
2021-03-26 02:00:00,18.9,59.0,0.0,11.8,97.3792293292901
2021-03-26 03:00:00,18.4,61.0,0.0,12.5,100.77645898511014
2021-03-26 04:00:00,17.8,63.0,0.0,11.7,89.45544675731199
2021-03-26 05:00:00,16.4,73.0,0.0,10.2,101.8852163358528
2021-03-26 06:00:00,16.2,74.0,0.0,10.9,100.17470119830021
2021-03-26 07:00:00,18.1,67.0,0.0,11.7,95.61842035872345
2021-03-26 08:00:00,21.2,56.0,0.0,13.4,106.23570128867009
2021-03-26 09:00:00,24.0,47.0,0.0,15.7,89.41104460264599
2021-03-26 10:00:00,26.2,39.0,0.0,17.7,70.68313069608159
2021-03-26 11:00:00,28.0,32.0,0.0,19.0,80.02490436663051
2021-03-26 12:00:00,29.4,28.0,0.0,20.8,82.37441175551533
2021-03-26 13:00:00,30.4,25.0,0.0,21.2,71.35602283946477
2021-03-26 14:00:00,30.9,23.0,0.0,21.1,51.26872861474881
2021-03-26 15:00:00,30.9,23.0,0.0,19.7,59.37782561687075
2021-03-26 16:00:00,30.4,24.0,0.0,18.9,71.92949319045778
2021-03-26 17:00:00,29.1,29.0,0.0,16.1,63.5132255067829
2021-03-26 18:00:00,26.8,37.0,0.0,11.5,81.34605437345051
2021-03-26 19:00:00,25.1,42.0,0.0,10.7,86.35935014011973
2021-03-26 20:00:00,24.0,44.0,0.0,8.9,78.6926018451048
2021-03-26 21:00:00,22.6,48.0,0.0,7.7,88.96578663450192
2021-03-26 22:00:00,21.5,52.0,0.0,8.4,67.9954469959434
2021-03-26 23:00:00,21.3,52.0,0.0,8.4,85.35305252626672
2021-03-27 00:00:00,20.9,53.0,0.0,7.7,94.27694734236859
2021-03-27 01:00:00,19.0,60.0,0.0,9.5,87.73599448918694
2021-03-27 02:00:00,18.3,63.0,0.0,8.1,113.08180352964216
2021-03-27 03:00:00,18.3,62.0,0.0,5.4,97.81078900588867
2021-03-27 04:00:00,18.0,64.0,0.0,5.4,106.57781622551734
2021-03-27 05:00:00,19.9,60.0,0.0,1.8,117.30751505343589
2021-03-27 06:00:00,17.8,70.0,0.0,4.0,125.34883742558353
2021-03-27 07:00:00,20.8,59.0,0.0,5.8,99.19629595417717
2021-03-27 08:00:00,24.4,48.0,0.0,3.8,117.96027389748095
2021-03-27 09:00:00,27.2,39.0,0.0,4.4,105.64841007875019
2021-03-27 10:00:00,29.3,34.0,0.0,6.4,92.64436384478508
2021-03-27 11:00:00,30.9,31.0,0.0,9.0,95.81020108278376
2021-03-27 12:00:00,32.0,28.0,0.0,10.9,87.923342271135
2021-03-27 13:00:00,32.7,27.0,0.0,12.0,78.24285390118898
2021-03-27 14:00:00,32.8,26.0,0.0,11.8,81.05853899705085
2021-03-27 15:00:00,32.8,27.0,0.0,10.6,78.72587497459602
2021-03-27 16:00:00,32.5,27.0,0.0,10.1,81.71134258860394
2021-03-27 17:00:00,32.0,28.0,0.0,11.0,83.25743251345551
2021-03-27 18:00:00,28.7,37.0,0.0,6.8,98.67704211513818
2021-03-27 19:00:00,26.6,44.0,0.0,8.5,77.62780930002023
2021-03-27 20:00:00,25.6,47.0,0.0,8.3,102.98295479443907
2021-03-27 21:00:00,24.3,53.0,0.0,9.2,75.55345555597081
2021-03-27 22:00:00,23.5,57.0,0.0,9.2,90.85242873687163
2021-03-27 23:00:00,25.4,50.0,0.0,6.3,101.5875924866926
2021-03-28 00:00:00,25.2,50.0,0.0,3.6,106.29393732707338
2021-03-28 01:00:00,25.0,50.0,0.0,1.9,105.00864997500416
2021-03-28 02:00:00,24.3,53.0,0.0,4.1,106.61513850042722
2021-03-28 03:00:00,21.2,65.0,0.0,5.1,107.28284195980868
2021-03-28 04:00:00,19.4,72.0,0.0,6.5,106.99964418459419
2021-03-28 05:00:00,18.6,80.0,0.0,7.4,118.69161554238786
2021-03-28 06:00:00,19.0,79.0,0.0,6.4,117.14610265468347
2021-03-28 07:00:00,21.8,67.0,0.0,1.6,115.22403369641611
2021-03-28 08:00:00,25.8,49.0,0.0,2.5,119.45239661123641
2021-03-28 09:00:00,29.3,37.0,0.0,5.8,105.4699451485568
2021-03-28 10:00:00,31.5,31.0,0.0,8.1,102.10202908480086
2021-03-28 11:00:00,33.1,28.0,0.0,9.6,95.85994850721359
2021-03-28 12:00:00,34.2,25.0,0.0,9.4,83.38402917647363
2021-03-28 13:00:00,35.0,24.0,0.0,9.0,83.92517461072919
2021-03-28 14:00:00,35.4,22.0,0.0,10.0,88.82804948879098
2021-03-28 15:00:00,35.2,21.0,0.0,10.4,85.05273186147002
2021-03-28 16:00:00,34.7,22.0,0.0,10.4,79.4874798649036
2021-03-28 17:00:00,34.5,22.0,0.0,8.7,82.62587932577709
2021-03-28 18:00:00,33.8,24.0,0.0,4.8,97.8806485234471
2021-03-28 19:00:00,28.4,36.0,0.0,9.5,78.3785879207648
2021-03-28 20:00:00,27.5,41.0,0.0,9.2,89.03347269084288
2021-03-28 21:00:00,26.2,44.0,0.0,8.7,86.42479143639851
2021-03-28 22:00:00,25.5,47.0,0.0,9.7,86.90822583033761
2021-03-28 23:00:00,25.0,49.0,0.0,9.5,98.88787985601833
2021-03-29 00:00:00,24.3,52.0,0.0,10.5,97.99343732052192
2021-03-29 01:00:00,24.0,54.0,0.0,13.6,94.96564269043031
2021-03-29 02:00:00,23.6,54.0,0.0,13.7,99.97887452768603
2021-03-29 03:00:00,22.9,56.0,0.0,13.0,94.2894040185274
2021-03-29 04:00:00,22.0,59.0,0.0,11.3,103.89239690694598
2021-03-29 05:00:00,22.0,65.0,0.0,11.5,99.48606219176406
2021-03-29 06:00:00,21.6,66.0,0.0,10.7,105.8096873450248
2021-03-29 07:00:00,23.4,59.0,0.0,12.0,98.37692810734447
2021-03-29 08:00:00,26.7,47.0,0.0,9.7,100.59269786283025
2021-03-29 09:00:00,30.8,33.0,0.0,7.6,103.53347630515648
2021-03-29 10:00:00,33.5,20.0,0.0,2.8,97.2879780949714
2021-03-29 11:00:00,35.0,17.0,0.0,3.4,114.27778616822408
2021-03-29 12:00:00,36.2,16.0,0.0,4.7,88.3684012071078
2021-03-29 13:00:00,36.9,15.0,0.0,7.6,79.58565022727142
2021-03-29 14:00:00,37.5,14.0,0.0,7.4,94.5422989921062
2021-03-29 15:00:00,37.7,14.0,0.0,8.2,88.97030748585388
2021-03-29 16:00:00,37.5,14.0,0.0,4.0,93.99615836669528
2021-03-29 17:00:00,36.2,18.0,0.0,7.3,88.10153483214313
2021-03-29 18:00:00,32.4,22.0,0.0,8.0,81.77479546767731
2021-03-29 19:00:00,30.0,33.0,0.0,7.7,79.16233566689235
2021-03-29 20:00:00,27.5,42.0,0.0,11.0,82.85795155468628
2021-03-29 21:00:00,30.9,31.0,0.0,4.5,88.23853664752855
2021-03-29 22:00:00,25.5,46.0,0.0,9.4,95.46136101152996
2021-03-29 23:00:00,24.2,52.0,0.0,8.7,92.31056884627058
2021-03-30 00:00:00,23.2,56.0,0.0,10.6,87.17202589526812
2021-03-30 01:00:00,25.1,50.0,0.0,8.5,95.30635774206492
2021-03-30 02:00:00,26.5,45.0,0.0,5.8,106.11602645274507
2021-03-30 03:00:00,27.0,41.0,0.0,2.4,105.88128865268027
2021-03-30 04:00:00,27.7,36.0,0.0,4.2,100.6681667341262
2021-03-30 05:00:00,26.1,39.0,0.0,4.0,109.61872336357165
2021-03-30 06:00:00,23.9,45.0,0.0,5.6,108.13027227057677
2021-03-30 07:00:00,25.0,44.0,0.0,8.0,98.41931065553034
2021-03-30 08:00:00,29.1,33.0,0.0,14.8,83.62644136376296
2021-03-30 09:00:00,31.0,26.0,0.0,22.9,71.10171008381154
2021-03-30 10:00:00,33.2,21.0,0.0,27.4,48.823915882334425
2021-03-30 11:00:00,35.5,12.0,0.0,30.7,39.12381221299998
2021-03-30 12:00:00,36.5,7.0,0.0,33.5,35.53639672404864
2021-03-30 13:00:00,36.5,7.0,0.0,35.5,33.40082385001261
2021-03-30 14:00:00,36.7,8.0,0.0,31.9,42.06185923200174
2021-03-30 15:00:00,36.4,12.0,0.0,30.7,51.98114554197018
2021-03-30 16:00:00,35.9,15.0,0.0,30.3,47.93092040495433
2021-03-30 17:00:00,33.3,26.0,0.0,28.7,45.56852995275917
2021-03-30 18:00:00,31.4,34.0,0.0,21.4,61.36739281749689
2021-03-30 19:00:00,30.5,36.0,0.0,21.6,54.690394110038476
2021-03-30 20:00:00,30.0,32.0,0.0,21.4,61.11271109059348
2021-03-30 21:00:00,29.0,30.0,0.0,19.2,63.30304155088235
2021-03-30 22:00:00,27.6,33.0,0.0,20.3,67.67953619518232
2021-03-30 23:00:00,26.7,34.0,0.0,20.8,60.60433730712927
2021-03-31 00:00:00,26.2,29.0,0.0,21.4,69.05236708399909
2021-03-31 01:00:00,25.4,29.0,0.0,19.9,80.55666623614908
2021-03-31 02:00:00,24.2,31.0,0.0,18.9,72.95562044511287
2021-03-31 03:00:00,23.4,35.0,0.0,18.0,80.84577778849587
2021-03-31 04:00:00,22.6,38.0,0.0,18.2,84.46615265656418
2021-03-31 05:00:00,22.0,44.0,0.0,18.0,79.8158047914226
2021-03-31 06:00:00,21.9,45.0,0.0,16.6,87.29058885698379
2021-03-31 07:00:00,23.5,40.0,0.0,17.4,83.067494900096
2021-03-31 08:00:00,26.0,33.0,0.0,18.8,79.01887740442821
2021-03-31 09:00:00,28.6,26.0,0.0,20.0,68.21272724681499
2021-03-31 10:00:00,30.9,20.0,0.0,20.8,69.63351270412348
2021-03-31 11:00:00,32.8,13.0,0.0,23.2,65.1034818838492
2021-03-31 12:00:00,33.9,9.0,0.0,26.0,63.75994673887617
2021-03-31 13:00:00,34.2,9.0,0.0,27.1,56.40128490608717
2021-03-31 14:00:00,34.0,10.0,0.0,27.5,62.36921868689177
2021-03-31 15:00:00,33.7,11.0,0.0,27.9,39.763654294602155
2021-03-31 16:00:00,32.9,11.0,0.0,27.6,50.14998271108011
